,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
1916,DEXEUSDT,TRXUSDT,0.02,-3.71,-3.34,28.32,0
1917,DEXEUSDT,ETCUSDT,0.01,-3.8,-3.34,0.13,0
1918,DEXEUSDT,ICXUSDT,0.01,-3.88,-3.34,11.99,0
1919,DEXEUSDT,NULSUSDT,0.01,-4.04,-3.34,11.86,0
1920,DEXEUSDT,VETUSDT,0.01,-3.9,-3.34,131.34,0
1921,DEXEUSDT,USDCUSDT,0.01,-3.83,-3.34,2.2,0
1922,DEXEUSDT,LINKUSDT,0.01,-4.02,-3.34,0.33,0
1923,DEXEUSDT,WAVESUSDT,0.01,-3.87,-3.34,1.32,0
1924,DEXEUSDT,ONGUSDT,0.01,-3.83,-3.34,9.83,0
1925,DEXEUSDT,HOTUSDT,0.01,-3.78,-3.34,1921.19,0
1926,DEXEUSDT,ZILUSDT,0.01,-3.86,-3.34,123.6,0
1927,DEXEUSDT,ZRXUSDT,0.01,-3.95,-3.34,11.61,0
1899,MLNUSDT,TRXUSDT,0.02,-3.64,-3.34,205.94,0
1898,BONDUSDT,LDOUSDT,0.05,-3.34,-3.34,1.51,0
1897,BONDUSDT,SCRTUSDT,0.02,-3.71,-3.34,8.72,0
1882,PHAUSDT,MDTUSDT,0.04,-3.41,-3.34,2.07,0
1870,PHAUSDT,NKNUSDT,0.04,-3.38,-3.34,1.0,0
1871,PHAUSDT,ARPAUSDT,0.04,-3.46,-3.34,1.96,0
1872,PHAUSDT,IOTXUSDT,0.02,-3.61,-3.34,5.8,0
1873,PHAUSDT,RLCUSDT,0.01,-3.96,-3.34,0.08,0
1874,PHAUSDT,BCHUSDT,0.04,-3.39,-3.34,0.0,0
1875,PHAUSDT,OGNUSDT,0.01,-4.0,-3.34,1.03,0
1876,PHAUSDT,BTSUSDT,0.01,-4.03,-3.34,9.77,0
1877,PHAUSDT,LTOUSDT,0.02,-3.62,-3.34,1.55,0
1878,PHAUSDT,COTIUSDT,0.03,-3.54,-3.34,2.11,0
1879,PHAUSDT,STPTUSDT,0.02,-3.71,-3.34,2.02,0
1880,PHAUSDT,WTCUSDT,0.0,-4.21,-3.34,0.59,0
1881,PHAUSDT,CHRUSDT,0.01,-4.01,-3.34,0.9,0
1883,PHAUSDT,KNCUSDT,0.04,-3.38,-3.34,0.15,0
1896,BONDUSDT,FXSUSDT,0.03,-3.59,-3.34,0.43,0
1884,BONDUSDT,BUSDUSDT,0.04,-3.43,-3.34,2.5,0
1885,BONDUSDT,DREPUSDT,0.01,-3.87,-3.34,10.41,0
1886,BONDUSDT,CRVUSDT,0.04,-3.47,-3.34,4.99,0
1887,BONDUSDT,HARDUSDT,0.04,-3.39,-3.34,22.44,0
1888,BONDUSDT,ATMUSDT,0.0,-4.62,-3.34,0.96,0
1889,BONDUSDT,FIROUSDT,0.05,-3.35,-3.34,1.61,0
1890,BONDUSDT,LINAUSDT,0.02,-3.61,-3.34,211.52,0
1891,BONDUSDT,RAYUSDT,0.01,-3.9,-3.34,13.33,0
1892,BONDUSDT,ALPACAUSDT,0.01,-3.88,-3.34,17.56,0
1893,BONDUSDT,REQUSDT,0.03,-3.51,-3.34,36.24,0
1894,BONDUSDT,BETAUSDT,0.04,-3.42,-3.34,32.89,0
1895,BONDUSDT,SANTOSUSDT,0.01,-3.83,-3.34,0.82,0
1928,DEXEUSDT,FETUSDT,0.02,-3.68,-3.34,10.04,0
1929,DEXEUSDT,BATUSDT,0.01,-3.88,-3.34,11.86,0
1930,DEXEUSDT,XMRUSDT,0.01,-3.88,-3.34,0.01,0
1976,QNTUSDT,MULTIUSDT,0.02,-3.76,-3.34,54.55,0
1962,CLVUSDT,USDCUSDT,0.02,-3.68,-3.34,0.03,0
1963,CLVUSDT,LINKUSDT,0.0,-4.24,-3.34,0.01,0
1964,CLVUSDT,WAVESUSDT,0.01,-3.89,-3.34,0.02,0
1965,CLVUSDT,ONGUSDT,0.0,-4.65,-3.34,0.15,0
1966,CLVUSDT,HOTUSDT,0.01,-3.86,-3.34,29.63,0
1967,CLVUSDT,ZILUSDT,0.02,-3.66,-3.34,1.91,0
1968,CLVUSDT,BATUSDT,0.0,-5.05,-3.34,0.18,0
1970,QNTUSDT,TRXUSDT,0.01,-3.92,-3.34,1281.52,0
1972,QNTUSDT,TRBUSDT,0.0,-4.17,-3.34,4.91,0
1973,QNTUSDT,ELFUSDT,0.0,-4.58,-3.34,322.96,0
1974,QNTUSDT,SANTOSUSDT,0.03,-3.55,-3.34,32.66,0
1975,QNTUSDT,FXSUSDT,0.01,-3.79,-3.34,16.9,0
1977,QNTUSDT,STGUSDT,0.02,-3.65,-3.34,178.33,0
1,BTCUSDT,QTUMUSDT,0.01,-3.89,-3.34,11791.81,0
1978,QNTUSDT,HIFIUSDT,0.01,-4.05,-3.34,137.27,0
1979,FLOWUSDT,ETHUSDT,0.02,-3.65,-3.34,0.0,0
1980,FLOWUSDT,BNBUSDT,0.02,-3.64,-3.34,0.0,0
1981,FLOWUSDT,LTCUSDT,0.01,-3.92,-3.34,0.01,0
1982,FLOWUSDT,QTUMUSDT,0.0,-5.75,-3.34,0.21,0
1983,FLOWUSDT,ADAUSDT,0.04,-3.44,-3.34,1.78,0
1984,FLOWUSDT,XRPUSDT,0.01,-3.84,-3.34,0.87,0
1985,FLOWUSDT,ETCUSDT,0.02,-3.7,-3.34,0.03,0
1986,FLOWUSDT,ICXUSDT,0.03,-3.5,-3.34,2.65,0
1987,FLOWUSDT,ZILUSDT,0.0,-4.72,-3.34,27.25,0
1988,FLOWUSDT,BATUSDT,0.03,-3.57,-3.34,2.61,0
1989,FLOWUSDT,XMRUSDT,0.03,-3.5,-3.34,0.0,0
1961,CLVUSDT,NULSUSDT,0.0,-4.23,-3.34,0.18,0
1959,CLVUSDT,ONTUSDT,0.0,-4.41,-3.34,0.2,0
1931,DEXEUSDT,ZECUSDT,0.01,-3.93,-3.34,0.08,0
1944,C98USDT,NULSUSDT,0.03,-3.54,-3.34,0.76,0
1932,DEXEUSDT,IOSTUSDT,0.01,-3.81,-3.34,286.25,0
1933,DEXEUSDT,CELRUSDT,0.01,-3.9,-3.34,175.93,0
1934,DEXEUSDT,DASHUSDT,0.01,-3.93,-3.34,0.08,0
1935,DEXEUSDT,OMGUSDT,0.01,-3.78,-3.34,4.4,0
1936,DEXEUSDT,THETAUSDT,0.01,-3.86,-3.34,3.31,0
1937,DEXEUSDT,ENJUSDT,0.01,-3.97,-3.34,8.53,0
1938,DEXEUSDT,MATICUSDT,0.01,-3.88,-3.34,3.69,0
1939,DEXEUSDT,ATOMUSDT,0.01,-3.83,-3.34,0.29,0
1940,DEXEUSDT,TFUELUSDT,0.01,-3.84,-3.34,62.16,0
1941,C98USDT,NEOUSDT,0.03,-3.51,-3.34,0.02,0
1942,C98USDT,QTUMUSDT,0.04,-3.47,-3.34,0.06,0
1943,C98USDT,ONTUSDT,0.01,-3.81,-3.34,0.82,0
1945,C98USDT,LINKUSDT,0.01,-3.91,-3.34,0.02,0
1958,CLVUSDT,EOSUSDT,0.01,-3.77,-3.34,0.05,0
1946,C98USDT,ONGUSDT,0.01,-3.81,-3.34,0.63,0
1947,C98USDT,HOTUSDT,0.02,-3.65,-3.34,122.78,0
1948,C98USDT,BATUSDT,0.02,-3.76,-3.34,0.76,0
1949,C98USDT,OMGUSDT,0.04,-3.41,-3.34,0.28,0
1950,CLVUSDT,BTCUSDT,0.02,-3.61,-3.34,0.0,0
1951,CLVUSDT,ETHUSDT,0.01,-4.05,-3.34,0.0,0
1952,CLVUSDT,BNBUSDT,0.02,-3.61,-3.34,0.0,0
1953,CLVUSDT,NEOUSDT,0.01,-3.79,-3.34,0.0,0
1954,CLVUSDT,LTCUSDT,0.02,-3.75,-3.34,0.0,0
1955,CLVUSDT,QTUMUSDT,0.03,-3.56,-3.34,0.01,0
1956,CLVUSDT,ADAUSDT,0.03,-3.52,-3.34,0.13,0
1957,CLVUSDT,XRPUSDT,0.03,-3.48,-3.34,0.06,0
1869,PHAUSDT,FUNUSDT,0.03,-3.5,-3.34,20.29,0
1868,PHAUSDT,DOCKUSDT,0.02,-3.63,-3.34,6.33,0
1867,PHAUSDT,KEYUSDT,0.0,-4.46,-3.34,18.07,0
1792,MASKUSDT,BNBUSDT,0.03,-3.49,-3.34,0.01,0
1780,POLSUSDT,HOTUSDT,0.02,-3.61,-3.34,239.29,0
1781,POLSUSDT,ZILUSDT,0.0,-4.58,-3.34,15.42,0
1782,POLSUSDT,BATUSDT,0.02,-3.63,-3.34,1.48,0
1783,POLSUSDT,XMRUSDT,0.01,-3.78,-3.34,0.0,0
1784,POLSUSDT,ZECUSDT,0.01,-3.82,-3.34,0.01,0
1785,POLSUSDT,IOSTUSDT,0.0,-4.14,-3.34,35.68,0
1786,POLSUSDT,CELRUSDT,0.0,-4.66,-3.34,21.94,0
1787,POLSUSDT,DASHUSDT,0.03,-3.54,-3.34,0.01,0
1788,POLSUSDT,THETAUSDT,0.0,-5.04,-3.34,0.41,0
1789,POLSUSDT,ENJUSDT,0.0,-4.28,-3.34,1.06,0
1790,POLSUSDT,TFUELUSDT,0.03,-3.53,-3.34,7.76,0
1791,MASKUSDT,ETHUSDT,0.01,-3.91,-3.34,0.0,0
1793,MASKUSDT,LTCUSDT,0.02,-3.64,-3.34,0.04,0
1778,POLSUSDT,USDCUSDT,0.02,-3.64,-3.34,0.27,0
1794,MASKUSDT,QTUMUSDT,0.0,-4.91,-3.34,1.26,0
1795,MASKUSDT,XRPUSDT,0.04,-3.43,-3.34,5.25,0
1796,MASKUSDT,ICXUSDT,0.03,-3.48,-3.34,16.01,0
1797,MASKUSDT,USDCUSDT,0.03,-3.5,-3.34,2.89,0
1798,MASKUSDT,HOTUSDT,0.02,-3.76,-3.34,2555.67,0
1799,MASKUSDT,ZILUSDT,0.0,-4.49,-3.34,164.77,0
1800,MASKUSDT,XMRUSDT,0.03,-3.48,-3.34,0.02,0
1801,MASKUSDT,IOSTUSDT,0.02,-3.61,-3.34,381.22,0
1802,MASKUSDT,CELRUSDT,0.03,-3.56,-3.34,234.41,0
1803,MASKUSDT,THETAUSDT,0.02,-3.74,-3.34,4.4,0
1804,MASKUSDT,ANKRUSDT,0.02,-3.72,-3.34,139.65,0
1805,MASKUSDT,WINUSDT,0.0,-4.89,-3.34,45698.03,0
1779,POLSUSDT,WAVESUSDT,0.01,-4.04,-3.34,0.16,0
1777,POLSUSDT,ICXUSDT,0.0,-4.16,-3.34,1.5,0
1807,MASKUSDT,DENTUSDT,0.01,-4.07,-3.34,4302.81,0
1762,ARUSDT,COMPUSDT,0.03,-3.47,-3.34,0.1,0
1750,ARUSDT,BUSDUSDT,0.02,-3.76,-3.34,4.58,0
1751,ARUSDT,RVNUSDT,0.05,-3.36,-3.34,285.16,0
1752,ARUSDT,CTXCUSDT,0.01,-4.03,-3.34,35.83,0
1753,ARUSDT,VITEUSDT,0.03,-3.54,-3.34,369.65,0
1754,ARUSDT,DREPUSDT,0.01,-3.96,-3.34,19.08,0
1755,ARUSDT,LSKUSDT,0.04,-3.39,-3.34,6.09,0
1756,ARUSDT,LTOUSDT,0.01,-3.92,-3.34,79.22,0
1757,ARUSDT,MBLUSDT,0.0,-4.32,-3.34,1587.07,0
1758,ARUSDT,WTCUSDT,0.03,-3.55,-3.34,30.24,0
1759,ARUSDT,HIVEUSDT,0.03,-3.48,-3.34,15.11,0
1760,ARUSDT,STMXUSDT,0.04,-3.38,-3.34,805.95,0
1761,ARUSDT,KNCUSDT,0.02,-3.6,-3.34,7.86,0
1763,ARUSDT,SCUSDT,0.01,-3.83,-3.34,1503.0,0
1776,POLSUSDT,ONTUSDT,0.03,-3.56,-3.34,1.6,0
1764,ARUSDT,USDTDAI,0.03,-3.5,-3.34,4.59,0
1765,ARUSDT,WNXMUSDT,0.0,-4.38,-3.34,0.15,0
1766,ARUSDT,KSMUSDT,0.03,-3.49,-3.34,0.22,0
1767,ARUSDT,EGLDUSDT,0.04,-3.46,-3.34,0.17,0
1768,POLSUSDT,ETHUSDT,0.03,-3.56,-3.34,0.0,0
1769,POLSUSDT,BNBUSDT,0.03,-3.58,-3.34,0.0,0
1770,POLSUSDT,NEOUSDT,0.02,-3.73,-3.34,0.04,0
1771,POLSUSDT,LTCUSDT,0.01,-4.04,-3.34,0.0,0
1772,POLSUSDT,QTUMUSDT,0.02,-3.69,-3.34,0.12,0
1773,POLSUSDT,XRPUSDT,0.01,-4.04,-3.34,0.49,0
1774,POLSUSDT,EOSUSDT,0.01,-3.89,-3.34,0.43,0
1775,POLSUSDT,TUSDUSDT,0.01,-3.97,-3.34,0.27,0
1806,MASKUSDT,COSUSDT,0.0,-4.12,-3.34,618.6,0
1808,MASKUSDT,WANUSDT,0.04,-3.39,-3.34,15.25,0
1866,PHAUSDT,MTLUSDT,0.0,-4.23,-3.34,0.07,0
1852,GTCUSDT,CELRUSDT,0.03,-3.52,-3.34,78.03,0
1840,GTCUSDT,BTCUSDT,0.05,-3.36,-3.34,0.0,0
1841,GTCUSDT,ETHUSDT,0.05,-3.37,-3.34,0.0,0
1842,GTCUSDT,BNBUSDT,0.04,-3.46,-3.34,0.0,0
1843,GTCUSDT,NEOUSDT,0.01,-3.77,-3.34,0.13,0
1844,GTCUSDT,LTCUSDT,0.05,-3.37,-3.34,0.01,0
1845,GTCUSDT,EOSUSDT,0.03,-3.58,-3.34,1.54,0
1846,GTCUSDT,ONTUSDT,0.02,-3.61,-3.34,5.69,0
1847,GTCUSDT,NULSUSDT,0.0,-4.72,-3.34,5.24,0
1848,GTCUSDT,USDCUSDT,0.02,-3.69,-3.34,0.97,0
1849,GTCUSDT,LINKUSDT,0.02,-3.68,-3.34,0.15,0
1850,GTCUSDT,WAVESUSDT,0.03,-3.59,-3.34,0.59,0
1851,GTCUSDT,BATUSDT,0.03,-3.54,-3.34,5.26,0
1853,GTCUSDT,DASHUSDT,0.03,-3.56,-3.34,0.03,0
1838,ATAUSDT,WANUSDT,0.04,-3.38,-3.34,0.41,0
1854,GTCUSDT,THETAUSDT,0.04,-3.43,-3.34,1.47,0
1855,GTCUSDT,ENJUSDT,0.01,-3.77,-3.34,3.78,0
1856,GTCUSDT,MATICUSDT,0.03,-3.49,-3.34,1.64,0
1857,KLAYUSDT,USDCUSDT,0.02,-3.75,-3.34,0.14,0
1858,KLAYUSDT,FUNUSDT,0.01,-3.79,-3.34,31.82,0
1859,KLAYUSDT,BUSDUSDT,0.01,-4.0,-3.34,0.14,0
1860,KLAYUSDT,VITEUSDT,0.03,-3.51,-3.34,11.34,0
1861,KLAYUSDT,BLZUSDT,0.03,-3.56,-3.34,1.16,0
1862,KLAYUSDT,USDTDAI,0.03,-3.53,-3.34,0.14,0
1863,PHAUSDT,IOTAUSDT,0.04,-3.43,-3.34,0.56,0
1864,PHAUSDT,DUSKUSDT,0.01,-3.98,-3.34,0.82,0
1865,PHAUSDT,COSUSDT,0.01,-3.78,-3.34,19.17,0
1839,ATAUSDT,TROYUSDT,0.02,-3.59,-3.34,32.55,0
1837,XVGUSDT,TUSDUSDT,0.02,-3.62,-3.34,0.0,0
1809,MASKUSDT,FUNUSDT,0.01,-3.94,-3.34,656.36,0
1822,MASKUSDT,MANAUSDT,0.0,-4.43,-3.34,9.07,0
1810,MASKUSDT,CVCUSDT,0.01,-4.0,-3.34,38.53,0
1811,MASKUSDT,BUSDUSDT,0.01,-3.8,-3.34,2.89,0
1812,MASKUSDT,RVNUSDT,0.0,-4.51,-3.34,180.51,0
1813,MASKUSDT,CTXCUSDT,0.02,-3.77,-3.34,22.67,0
1814,MASKUSDT,VITEUSDT,0.01,-3.83,-3.34,233.93,0
1815,MASKUSDT,DREPUSDT,0.02,-3.76,-3.34,12.06,0
1816,MASKUSDT,LTOUSDT,0.02,-3.75,-3.34,50.12,0
1817,MASKUSDT,MBLUSDT,0.0,-4.28,-3.34,1005.34,0
1818,MASKUSDT,COMPUSDT,0.0,-4.47,-3.34,0.06,0
1819,MASKUSDT,SCUSDT,0.01,-3.98,-3.34,952.39,0
1820,MASKUSDT,DGBUSDT,0.03,-3.49,-3.34,409.11,0
1821,MASKUSDT,DCRUSDT,0.04,-3.47,-3.34,0.21,0
1823,MASKUSDT,USDTDAI,0.02,-3.61,-3.34,2.9,0
1836,XVGUSDT,EOSUSDT,0.01,-3.78,-3.34,0.01,0
1824,MASKUSDT,SANDUSDT,0.04,-3.43,-3.34,8.48,0
1825,MASKUSDT,LUNAUSDT,0.0,-4.59,-3.34,6.26,0
1826,MASKUSDT,WNXMUSDT,0.0,-4.37,-3.34,0.1,0
1827,LPTUSDT,OGNUSDT,0.03,-3.54,-3.34,69.68,0
1828,LPTUSDT,USDTBIDR,0.02,-3.62,-3.34,0.0,0
1829,LPTUSDT,ALPACAUSDT,0.01,-4.04,-3.34,42.73,0
1830,XVGUSDT,ETHUSDT,0.04,-3.39,-3.34,0.0,0
1831,XVGUSDT,BNBUSDT,0.01,-4.0,-3.34,0.0,0
1832,XVGUSDT,NEOUSDT,0.02,-3.68,-3.34,0.0,0
1833,XVGUSDT,LTCUSDT,0.02,-3.59,-3.34,0.0,0
1834,XVGUSDT,QTUMUSDT,0.0,-4.23,-3.34,0.0,0
1835,XVGUSDT,XRPUSDT,0.01,-3.88,-3.34,0.01,0
1507,PONDUSDT,ZECUSDT,0.01,-4.08,-3.34,0.0,0
1505,PONDUSDT,BATUSDT,0.0,-4.24,-3.34,0.04,0
1011,FILUSDT,BSWUSDT,0.01,-3.92,-3.34,50.62,0
1264,FIROUSDT,ONTUSDT,0.0,-4.16,-3.34,9.13,0
1169,PSGUSDT,ATMUSDT,0.03,-3.56,-3.34,1.29,0
1171,PSGUSDT,TKOUSDT,0.03,-3.58,-3.34,14.68,0
1172,PSGUSDT,BARUSDT,0.03,-3.58,-3.34,1.32,0
1173,PSGUSDT,MLNUSDT,0.02,-3.69,-3.34,0.21,0
1174,PSGUSDT,ALPACAUSDT,0.0,-4.43,-3.34,23.68,0
1175,PSGUSDT,MBOXUSDT,0.02,-3.61,-3.34,13.06,0
1176,PSGUSDT,SYSUSDT,0.04,-3.43,-3.34,36.1,0
1178,PSGUSDT,CITYUSDT,0.02,-3.67,-3.34,1.08,0
1179,PSGUSDT,ENSUSDT,0.0,-4.24,-3.34,0.41,0
1181,PSGUSDT,AMPUSDT,0.02,-3.65,-3.34,1615.34,0
1182,PSGUSDT,SANTOSUSDT,0.01,-3.79,-3.34,1.11,0
1183,PSGUSDT,IMXUSDT,0.01,-3.82,-3.34,5.48,0
1184,PSGUSDT,LOKAUSDT,0.03,-3.48,-3.34,16.24,0
1185,PSGUSDT,BTTCUSDT,0.01,-4.02,-3.34,7954475.18,0
1186,PSGUSDT,WOOUSDT,0.03,-3.52,-3.34,19.4,0
1187,PSGUSDT,MOBUSDT,0.04,-3.4,-3.34,5.65,0
1188,PSGUSDT,NEXOUSDT,0.01,-3.81,-3.34,5.62,0
1191,PSGUSDT,LUNCUSDT,0.04,-3.42,-3.34,50295.99,0
1192,PSGUSDT,GMXUSDT,0.02,-3.75,-3.34,0.08,0
1193,PSGUSDT,USTCUSDT,0.01,-3.88,-3.34,255.2,0
1194,PSGUSDT,QKCUSDT,0.0,-4.79,-3.34,409.63,0
1195,1INCHUSDT,BNBUSDT,0.02,-3.6,-3.34,0.0,0
1196,1INCHUSDT,NEOUSDT,0.04,-3.41,-3.34,0.03,0
1197,1INCHUSDT,LTCUSDT,0.02,-3.6,-3.34,0.0,0
1198,1INCHUSDT,QTUMUSDT,0.0,-4.89,-3.34,0.12,0
1199,1INCHUSDT,ICXUSDT,0.0,-4.73,-3.34,1.46,0
1200,1INCHUSDT,WAVESUSDT,0.03,-3.49,-3.34,0.16,0
1168,PSGUSDT,OGUSDT,0.01,-3.86,-3.34,0.78,0
1167,PSGUSDT,JUVUSDT,0.0,-4.27,-3.34,1.55,0
1166,PSGUSDT,NEARUSDT,0.0,-4.22,-3.34,2.79,0
1151,PSGUSDT,BUSDUSDT,0.0,-4.27,-3.34,3.38,0
1139,JUVUSDT,OMGUSDT,0.0,-4.23,-3.34,4.4,0
1140,JUVUSDT,THETAUSDT,0.02,-3.63,-3.34,3.31,0
1141,JUVUSDT,ENJUSDT,0.04,-3.4,-3.34,8.52,0
1142,JUVUSDT,MATICUSDT,0.0,-4.26,-3.34,3.69,0
1143,PSGUSDT,ADAUSDT,0.0,-4.16,-3.34,12.54,0
1144,PSGUSDT,TUSDUSDT,0.0,-5.3,-3.34,3.38,0
1145,PSGUSDT,USDCUSDT,0.02,-3.73,-3.34,3.38,0
1146,PSGUSDT,OMGUSDT,0.03,-3.49,-3.34,6.81,0
1147,PSGUSDT,ONEUSDT,0.02,-3.61,-3.34,327.86,0
1148,PSGUSDT,WINUSDT,0.04,-3.46,-3.34,53259.68,0
1149,PSGUSDT,FUNUSDT,0.0,-4.73,-3.34,763.5,0
1150,PSGUSDT,CHZUSDT,0.04,-3.41,-3.34,51.23,0
1152,PSGUSDT,KAVAUSDT,0.02,-3.63,-3.34,4.66,0
1165,PSGUSDT,FIOUSDT,0.02,-3.59,-3.34,175.58,0
1153,PSGUSDT,VITEUSDT,0.01,-3.83,-3.34,272.16,0
1154,PSGUSDT,DREPUSDT,0.05,-3.36,-3.34,14.06,0
1155,PSGUSDT,WRXUSDT,0.01,-3.88,-3.34,32.17,0
1156,PSGUSDT,USDTIDRT,0.04,-3.47,-3.34,0.0,0
1157,PSGUSDT,COMPUSDT,0.03,-3.51,-3.34,0.07,0
1158,PSGUSDT,SCUSDT,0.03,-3.59,-3.34,1105.63,0
1159,PSGUSDT,DGBUSDT,0.01,-3.84,-3.34,475.56,0
1160,PSGUSDT,YFIUSDT,0.01,-3.99,-3.34,0.0,0
1161,PSGUSDT,BLZUSDT,0.0,-4.6,-3.34,28.05,0
1162,PSGUSDT,SANDUSDT,0.04,-3.44,-3.34,9.83,0
1163,PSGUSDT,DOTUSDT,0.05,-3.37,-3.34,0.74,0
1164,PSGUSDT,WNXMUSDT,0.02,-3.62,-3.34,0.11,0
1201,1INCHUSDT,BATUSDT,0.03,-3.55,-3.34,1.44,0
1202,1INCHUSDT,XMRUSDT,0.01,-3.96,-3.34,0.0,0
1203,1INCHUSDT,ZECUSDT,0.03,-3.54,-3.34,0.01,0
1249,RIFUSDT,TUSDUSDT,0.04,-3.45,-3.34,0.07,0
1237,CELOUSDT,ETHUSDT,0.01,-3.86,-3.34,0.0,0
1238,CELOUSDT,BNBUSDT,0.0,-4.69,-3.34,0.0,0
1239,CELOUSDT,NEOUSDT,0.0,-5.07,-3.34,0.06,0
1240,CELOUSDT,LTCUSDT,0.0,-4.59,-3.34,0.01,0
1241,CELOUSDT,QTUMUSDT,0.0,-5.5,-3.34,0.2,0
1242,CELOUSDT,XRPUSDT,0.02,-3.67,-3.34,0.81,0
1243,CELOUSDT,EOSUSDT,0.0,-4.37,-3.34,0.72,0
1244,RIFUSDT,BNBUSDT,0.05,-3.37,-3.34,0.0,0
1245,RIFUSDT,LTCUSDT,0.05,-3.36,-3.34,0.0,0
1246,RIFUSDT,ADAUSDT,0.04,-3.47,-3.34,0.27,0
1247,RIFUSDT,XRPUSDT,0.04,-3.39,-3.34,0.13,0
1248,RIFUSDT,EOSUSDT,0.02,-3.6,-3.34,0.12,0
1250,TWTUSDT,ADAUSDT,0.01,-3.91,-3.34,3.16,0
1235,ASRUSDT,TUSDUSDT,0.0,-4.93,-3.34,2.38,0
1251,TWTUSDT,XRPUSDT,0.03,-3.51,-3.34,1.53,0
1252,TWTUSDT,TUSDUSDT,0.01,-3.88,-3.34,0.85,0
1253,TWTUSDT,USDCUSDT,0.04,-3.43,-3.34,0.85,0
1254,TWTUSDT,OMGUSDT,0.02,-3.68,-3.34,1.72,0
1255,FIROUSDT,ETHUSDT,0.0,-4.56,-3.34,0.0,0
1256,FIROUSDT,BNBUSDT,0.02,-3.71,-3.34,0.01,0
1257,FIROUSDT,NEOUSDT,0.0,-4.21,-3.34,0.2,0
1258,FIROUSDT,LTCUSDT,0.0,-5.22,-3.34,0.02,0
1259,FIROUSDT,QTUMUSDT,0.0,-4.73,-3.34,0.68,0
1260,FIROUSDT,ADAUSDT,0.01,-3.77,-3.34,5.77,0
1261,FIROUSDT,XRPUSDT,0.0,-5.61,-3.34,2.8,0
1262,FIROUSDT,EOSUSDT,0.0,-6.07,-3.34,2.47,0
1236,CELOUSDT,BTCUSDT,0.0,-4.62,-3.34,0.0,0
1234,ASRUSDT,EOSUSDT,0.04,-3.44,-3.34,3.79,0
1204,1INCHUSDT,CELRUSDT,0.03,-3.49,-3.34,21.37,0
1219,ATMUSDT,BTCUSDT,0.02,-3.72,-3.34,0.0,0
1205,1INCHUSDT,TFUELUSDT,0.03,-3.47,-3.34,7.56,0
1206,REEFUSDT,NULSUSDT,0.02,-3.62,-3.34,0.01,0
1207,REEFUSDT,BTSUSDT,0.03,-3.56,-3.34,0.15,0
1208,OGUSDT,BTCUSDT,0.0,-6.13,-3.34,0.0,0
1209,OGUSDT,ETHUSDT,0.0,-6.46,-3.34,0.0,0
1210,OGUSDT,BNBUSDT,0.0,-6.58,-3.34,0.02,0
1211,OGUSDT,NEOUSDT,0.0,-6.35,-3.34,0.55,0
1212,OGUSDT,LTCUSDT,0.0,-6.41,-3.34,0.06,0
1214,OGUSDT,ADAUSDT,0.0,-6.65,-3.34,15.64,0
1215,OGUSDT,XRPUSDT,0.0,-6.44,-3.34,7.54,0
1216,OGUSDT,EOSUSDT,0.0,-6.85,-3.34,6.66,0
1218,OGUSDT,IOTAUSDT,0.05,-3.34,-3.34,26.11,0
1220,ATMUSDT,ETHUSDT,0.0,-4.42,-3.34,0.0,0
1233,ASRUSDT,XRPUSDT,0.02,-3.73,-3.34,4.29,0
1221,ATMUSDT,BNBUSDT,0.01,-3.91,-3.34,0.01,0
1222,ATMUSDT,NEOUSDT,0.05,-3.35,-3.34,0.34,0
1223,ATMUSDT,LTCUSDT,0.0,-4.15,-3.34,0.04,0
1224,ATMUSDT,QTUMUSDT,0.0,-4.39,-3.34,1.13,0
1225,ATMUSDT,ADAUSDT,0.0,-4.91,-3.34,9.69,0
1226,ATMUSDT,XRPUSDT,0.0,-4.58,-3.34,4.7,0
1227,ATMUSDT,EOSUSDT,0.01,-3.87,-3.34,4.15,0
1228,ATMUSDT,TUSDUSDT,0.0,-5.58,-3.34,2.62,0
1229,ASRUSDT,ETHUSDT,0.02,-3.6,-3.34,0.0,0
1230,ASRUSDT,LTCUSDT,0.02,-3.66,-3.34,0.03,0
1231,ASRUSDT,QTUMUSDT,0.02,-3.65,-3.34,1.03,0
1232,ASRUSDT,ADAUSDT,0.01,-3.83,-3.34,8.84,0
1138,JUVUSDT,IOSTUSDT,0.01,-3.9,-3.34,286.25,0
1137,JUVUSDT,ZILUSDT,0.01,-4.08,-3.34,123.65,0
1136,JUVUSDT,HOTUSDT,0.01,-3.92,-3.34,1920.18,0
1060,HARDUSDT,THETAUSDT,0.04,-3.4,-3.34,0.17,0
1046,AXSUSDT,KAVAUSDT,0.03,-3.51,-3.34,7.02,0
1047,AXSUSDT,VITEUSDT,0.0,-4.76,-3.34,409.37,0
1048,AXSUSDT,DREPUSDT,0.01,-3.81,-3.34,21.12,0
1049,AXSUSDT,MBLUSDT,0.02,-3.71,-3.34,1757.81,0
1050,AXSUSDT,SXPUSDT,0.03,-3.5,-3.34,17.93,0
1051,AXSUSDT,YFIUSDT,0.01,-3.95,-3.34,0.0,0
1054,AXSUSDT,SANDUSDT,0.05,-3.35,-3.34,14.82,0
1055,AXSUSDT,WNXMUSDT,0.0,-4.34,-3.34,0.17,0
1056,HARDUSDT,ONTUSDT,0.02,-3.63,-3.34,0.66,0
